,text
81,"('NIKE AIR VAPORMAX FLYKNIT / MIDNIGHT FOG', '$255.00 CAD', 'https://www.deadstock.ca/products/nike-air-vapormax-flyknit-midnight-fog-8', '09:16:06 AM EST', 'Stock:', 3)"
82,"('NIKE AIR VAPORMAX FLYKNIT / MIDNIGHT FOG', '$255.00 CAD', 'https://www.deadstock.ca/products/nike-air-vapormax-flyknit-midnight-fog-8', '09:12:23 AM EST', 'Stock:', 3)"
83,Nike KD 8 10 1 2 3 4 5 6 7 9 Kyrie Lebron Uptempo Penny Vapormax Flyknit Max 97 yeezy boost supreme ultra nmd http://ift.tt/2ksVIS0
84,"('NIKE AIR VAPORMAX FLYKNIT / MIDNIGHT FOG', '$255.00 CAD', 'https://www.deadstock.ca/products/nike-air-vapormax-flyknit-midnight-fog-8', '05:51:29 PM EST', 'Stock:', 3)"
85,"('NIKE AIR VAPORMAX FLYKNIT / MIDNIGHT FOG', '$255.00 CAD', 'https://www.deadstock.ca/products/nike-air-vapormax-flyknit-midnight-fog-8', '05:35:23 PM EST', 'Stock:', 3)"
86,"('NIKE AIR VAPORMAX FLYKNIT / MIDNIGHT FOG', '$255.00 CAD', 'https://www.deadstock.ca/products/nike-air-vapormax-flyknit-midnight-fog-8', '05:35:06 PM EST', 'Stock:', 3)"
87,"('NIKE AIR VAPORMAX FLYKNIT / MIDNIGHT FOG', '$255.00 CAD', 'https://www.deadstock.ca/products/nike-air-vapormax-flyknit-midnight-fog-8', '08:17:22 PM EST', 'Stock:', 3)"
88,"('NIKE AIR VAPORMAX FLYKNIT', '$190.00', 'https://www.oneness287.com/products/nike-air-vapormax-flyknit', '12:46:55 PM EST', 'Stock:', 3)"
89,Nike Air Vapormax Flyknit Triple Black Size: 36 - 40 3.350 (exclude… https://www.instagram.com/p/BcC4EFsBmkAvS4dpvit4Btqn_gIFJRQXqlXNUw0/
90,Nike Air Vapormax Flyknit Oreo 2.0 Size: 36 - 42½ 3.350 (exclude… https://www.instagram.com/p/BcC4NeRhoSA9TBSQZPElSn-V_8JCzvjVxG15PU0/
91,NIKE FLYKNIT LUNAR 3 [698181 007] NO AIR VAPOR MAX RACER MARIAH TRAINER SZ 11 nmd supreme yeezy 350 ultra nmd jordan http://ift.tt/2k7EltD
92,Nike Air VaporMax Flyknit Oreo 2.0 Size: US 8½ US 10 3.550 (free… https://www.instagram.com/p/Bb9Eub7hN2-h6Q2Jd7xUGioG7YlwS1VpNwa7o80/
93,"('Nike Air Vapormax Flyknit Shoes', '€\u200c169.95', 'https://www.urbanindustry.co.uk/products/nike-air-vapormax-flyknit-shoes-midnight-fog-multicolour-black', '04:26:13 AM EST', 'Stock:', '3')"
94,"http://ift.tt/2zRhrwG NEW Nike Air Vapormax Flyknit BHM , Black History Tribute, GET EM 3 MONTHS EARLY"
95,Nike Air Vapormax Flyknit Asphalt Grey Size: 41 43 44 3.975 (exclude… https://www.instagram.com/p/BbqNKu4BhCykE_G7m4lHPhHeqghnv25as_f1WA0/
96,"Nike air vapormax flyknit Black Size : 9,5us Cond : new in box Price : Rp. 3.100.000 Order &amp; tanya ? Sms/wa :... http://fb.me/1kcHefTsR"
97,http://ift.tt/2ihUzwd New 2017 Nike Air VaporMax FLYKNIT Triple Black 3.0 849558-011 Mens Shoes SZ 10
98,"('Nike: Air Vapormax Flyknit [Cargo Khaki]', '$190.00', 'https://www.socialstatuspgh.com/products/vapormax-fk-849558-300-olive-black', '06:24:22 AM EST', 'Stock:', 3)"
99,Nike Air VaporMax Flyknit Low ‘NEON - HERITAGE PACK’ drops at 3 AM EST here -&gt; http://bit.ly/2m7JYIB
100,Nike Air Vapormax Flyknit Oreo Size 40 41 42 42.5 43 44 45 @3.650… https://www.instagram.com/p/BbOhENhhL4FYzeEugYcfjkSBVB7SMCAZkwvIfs0/
101,Nike Air Vapormax Flyknit Triple Black Size: 36 37 38 39 40 3.550… https://www.instagram.com/p/BbOgxhiBkAqHcdyessiRugakjMx7D5--zPjX040/
102,"('NIKE AIR VAPORMAX FLYKNIT / BLACK', '$255.00 CAD', 'https://www.deadstock.ca/products/nike-air-vapormax-flyknit-black-1', '07:49:45 PM EST', 'Stock:', 3)"
103,"('Nike Lab: Air Vapormax Flyknit (Women) [Purple/Blue]', '$190.00', 'https://www.a-ma-maniere.com/products/w-lab-vapormax-fk-899472-602-bor-san', '07:23:33 PM EST', 'Stock:', 3)"
104,"('NIKE AIR VAPORMAX FLYKNIT TRIPLE BLACK', '$190', 'https://www.blendsus.com/products/nike-air-vapormax-flyknit-triple-black', '06:19:24 AM EST', 'Stock:', 3)"
105,http://ift.tt/2gMeq9h Nike Air VaporMax Flyknit 3.0 Triple Black Noir 849558-011 SZ 11 SHIPPING NOW!!!
106,Nike flyknit lunar 3 racer air max undftd 97 vapormax SF presto utility10 nmd supreme yeezy 350 ultra nmd jordan http://ift.tt/2zQyFrb
107,NIKE FLYKNIT LUNAR 3 [698181 007] NO AIR VAPOR MAX RACER MARIAH TRAINER SZ 11 http://ift.tt/2h8ABUl
108,NIKE FLYKNIT LUNAR 3 [698181 007] NO AIR VAPOR MAX RACER MARIAH TRAINER SZ 11 yeezy supreme nmd http://ift.tt/2h8ABUl
109,"('Nike Air VaporMax Flyknit - Black/Anthracite/White', '$190', 'https://www.featuresneakerboutique.com/products/nike-air-vapormax-flyknit-black-athracite-white', '11:29:18 PM EST', 'Stock:', 3)"
110,"('Nike Air VaporMax Flyknit - Black/Anthracite/White', '$190', 'https://www.featuresneakerboutique.com/products/nike-air-vapormax-flyknit-black-athracite-white', '03:30:43 PM EST', 'Stock:', 3)"
111,NIKE VAPORMAX FLYKNIT “TRIPLE BLACK” Size 3.5uk 36.5eu 23.0 cm.… https://www.instagram.com/p/Bac3yQAFvunAurBCkY8OdUHNRQyBRiWMy3qm380/
112,http://ift.tt/2znOWmf Nike Air Vapormax Flyknit Triple Black 3.0 Noir Size 9.5 849558-011
113,"('Nike Air VaporMax Flyknit - Black/Anthracite/White', '$190', 'https://www.featuresneakerboutique.com/products/nike-air-vapormax-flyknit-black-athracite-white', '05:18:34 AM EST', 'Stock:', 3)"
114,"('Nike: Air Vapormax Flyknit [Black]', '$190.00', 'https://www.socialstatuspgh.com/products/nike-air-vapormax-flyknit-black', '02:16:00 PM EST', 'Stock:', 3)"
115,"('Nike Lab: Air Vapormax Flyknit (Women) [Purple/Blue]', '$190.00', 'https://www.a-ma-maniere.com/products/w-lab-vapormax-fk-899472-602-bor-san', '03:29:06 PM EST', 'Stock:', 3)"
116,"('Nike: Air Vapormax Flyknit [Black]', '$190.00', 'https://www.socialstatuspgh.com/products/nike-air-vapormax-flyknit-black', '02:39:23 PM EST', 'Stock:', 3)"
117,"('Nike: Air Vapormax Flyknit [Black]', '$190.00', 'https://www.socialstatuspgh.com/products/nike-air-vapormax-flyknit-black', '02:39:16 PM EST', 'Stock:', 3)"
118,I legit want about 3 different pairs of shoes from nike rn Zoom fly Lunarglide 9 Air VaporMax Flyknit All too expensive 😭😭
119,170505 ICN✈️⇨⇨RGN(🇲🇲) Y-3//STRIPE D-RING BELT NIKE//Air VaporMax Flyknit (仮) Cr_ sweetimpact 
120,"('NIKE AIR VAPORMAX FLYKNIT TRIPLE BLACK', '$190', 'https://www.blendsus.com/products/nike-air-vapormax-flyknit-triple-black', '03:12:13 AM EST', 'Stock:', 3)"
121,http://ift.tt/2xElEyG Nike Air VaporMax Flyknit TRIPLE BLACK 3.0 (Black/Anthracite/White) Size 11
122,http://ift.tt/2ygx53O Nike Air VaporMax Flyknit TRIPLE BLACK 3.0 (Black/Anthracite/White) Size 11
123,"(""Nike Air VaporMax Flyknit 'Triple Noir'"", '$190', 'https://www.trophyroomstore.com/products/nike-air-vapormax-flyknit-triple-noir', '10:00:14 AM EST', 'Stock:', 3)"
124,"(""Nike Women's Air VaporMax Flyknit [849557-500]"", '$130.00', 'https://shop.extrabutterny.com/products/nike-womens-air-vapormax-flyknit-849557-500', '06:03:34 PM EST', 'Stock:', 3)"
125,"(""Nike Women's Air VaporMax Flyknit [849557-500]"", '$130.00', 'https://shop.extrabutterny.com/products/nike-womens-air-vapormax-flyknit-849557-500', '05:08:43 PM EST', 'Stock:', 3)"
126,NIKE FLYKNIT LUNAR 3 [698181 007] NO AIR VAPOR MAX RACER MARIAH TRAINER SZ 11 nmd supreme yeezy 350 ultra nmd jord… http://ift.tt/2fI7dmZ
127,NIKE FLYKNIT LUNAR 3 [698181 007] NO AIR VAPOR MAX RACER MARIAH TRAINER SZ 11 http://ift.tt/2fI7dmZ
128,"('Nike Air VaporMax Flyknit - Red', '$190', 'https://kith.com/products/nike-air-vapormax-flyknit-red', '03:00:28 PM EST', 'Stock:', 3)"
129,"('NIKE AIR VAPORMAX FLYKNIT / BE TRUE', '$265.00 CAD', 'https://www.deadstock.ca/products/nike-air-vapormax-flyknit-deep-royal-blue-11', '05:01:18 PM EST', 'Stock:', 3)"
130,The Nike VaporMax Flyknit JFS is now available on NIKEiD for $320 + free shipping. 3 color options (swoosh included) http://bit.ly/2eKthMY
131,Nike Flyknit Air Max 1 OG Red 3.26 vapormax 2017 Atmos Safari 97 silver gold s10 supreme nmd ultra boost yeezy 350 http://ift.tt/2w8EyjD
132,Nike Flyknit Air Max 1 OG Red 3.26 vapormax 2017 Atmos Safari 97 silver gold s10 nmd supreme yeezy 350 ultra nmd j… http://ift.tt/2w8EyjD
133,#KIXEBAY Nike Flyknit Air Max 1 OG Red 3.26 vapormax 2017 Atmos Safari 97 silver gold s10 http://ift.tt/2w8EyjD — Kix from eBay (KIXEBA…
134,Nike Flyknit Air Max 1 OG Red 3.26 vapormax 2017 Atmos Safari 97 silver gold s10 yeezy supreme nmd http://ift.tt/2w8EyjD
135,http://ift.tt/2wSEN3f Nike Air Vapormax Flyknit BeTrue platinum clot black CDG 3.26 red Atmos sz10.5
136,"('Nike Air VaporMax Flyknit - Red', '$190', 'https://kith.com/products/nike-air-vapormax-flyknit-red', '09:03:34 PM EST', 'Stock:', 3)"
137,#KIXEBAY NIKE FLYKNIT LUNAR 3 [698181 007] NO AIR VAPOR MAX RACER HYPER ADAPT MARIAH 11 http://ift.tt/2xdGB4D
138,NIKE FLYKNIT LUNAR 3 [698181 007] NO AIR VAPOR MAX RACER HYPER ADAPT MARIAH 11 supreme nmd ultra boost yeezy 350 http://ift.tt/2xdGB4D
139,"@Nike HELP! I was super stoked about my Vapormax Flyknit I got last Saturday, wore them 3 times &amp; today they heel suddenly deflated! 😭😭😭 "
140,"@Nike HELP! I was super stoked I got my Vapormax Flyknit last Sat, wore them 3 times, today the air bubble on the left heel deflated!! 😭😭😭 "
141,2015 NIKE FLYKNIT RACER BLACK WHITE 2.0 SIZE 13 3 4 8 11 12 VNDS BOOST VAPORMAX nmd supreme yeezy 350 ultra nmd jo… http://ift.tt/2fDuWro
142,Nike Air Max 1 Ultra Flyknit 11 Olive Black Day 3.26 Vapormax ID Premium QS 90 i supreme nmd ultra boost yeezy 350… http://ift.tt/2wRoPTv
143,Nike Air Max 1 Ultra Flyknit 11 Olive Black Day 3.26 Vapormax ID Premium QS 90 i yeezy supreme nmd http://ift.tt/2wRoPTv
144,Nike Air Max 1 Ultra Flyknit 11 Olive Black Day 3.26 Vapormax ID Premium QS 90 i http://ift.tt/2wRoPTv
145,Nike Air Max 1 Ultra Flyknit 11 Olive Black Day 3.26 Vapormax ID Premium QS 90 i nmd supreme yeezy 350 ultra nmd j… http://ift.tt/2wRoPTv
146,Nike Air Max 1 Ultra Flyknit 11 Olive Black Day 3.26 Vapormax ID Premium QS 90 i yeezy supreme nmd boost http://ift.tt/2wRoPTv
147,#KIXEBAY Nike Air Max 1 Ultra Flyknit 11 Olive Black Day 3.26 Vapormax ID Premium QS 90 i http://ift.tt/2wRoPTv
148,3 Sisters ⛰⛰⛰ Nike Vapor Max Flyknit @Australia https://www.instagram.com/p/BXrvETlDnp0/
