,text
16,FIVE DAYS until THIS!! The new Nike Zoom Pegasus Turbo! In stores 8/2 - pre-order and guarantee your size by emailing kelly@fleetfeetrochester.com. Everyday Fast! Designed to Fly! Featuring the same Nike ZoomX foam as the Vaporfly 4%. #fleetfeet #PegasusTurbo #WeFlyRochester
17,"The new Zoom Nike Pegasus Turbo, featuring the same Nike ZoomX foam as Vaporfly 4%. Available in store 8/2. "
18,"Pegasus.Turbocharged. Everyday Fast! Designed to Fly!The new Nike Zoom Pegasus Turbo, featuring the same Nike ZoomX foam as the Vaporfly 4%. Available in store on 8/2. To Pre-Order email kelly@fleetfeetrochester.com to lock in your size! #fleetfeet #PegasusTurbo #WeFlyBuffalo"
19,"Pegasus.Turbocharged. Everyday Fast! Designed to Fly!The new Nike Zoom Pegasus Turbo, featuring the same Nike ZoomX foam as the Vaporfly 4%. Available in store on 8/2. To Pre-Order email kelly@fleetfeetrochester.com to lock in your size! #fleetfeet #PegasusTurbo #WeFlyRochester"
20,"Nike WMNS Zoom Pegasus Turbo Barely Grey release on Aug 2, 2018 for $180 via @kicksonfire #KoFapp"
21,"We weren't able to locate a pair of the Vaporfly 4% on our site or at Nike stores. For the ZoomX experience, we suggest staying tuned to our site for the scheduled release of the Zoom Pegasus 35 Turbo sometime on 8.2: http://gonike.me/6015DSe1F"
22,"At first delayed, the Nike Zoom Pegasus 35 Turbo featuring ZoomX cushioning is now set to drop on August 2 at http://Nike.ca for $240 + free shipping. Preview: https://bit.ly/2A3dOF5"
23,"Nike WMNS Zoom Pegasus Turbo Barely Grey release on Aug 2, 2018 for $180 via @kicksonfire #KoFapp https://kickson.fr/gK8x6"
24,Day 2 of the new @nike @NikeRunning Zoom Pegasus 35 Turbo 🚀this is just making me happy! #goodr #nuunlife #honeystinger #hshive #RADrabbit #runinrabbit #borntorunfree #werunsocial #sunriserunclub #californiarunning #nike 
25,"👟 Nike Zoom Pegasus Turbo 🎨 Barely Grey/Hot Punch 📅 August 2, 2018 💵 $180.00 ➡️ http://bit.ly/2O7Vpu7 📷 @larryluk"
26,"RT @retroshoesusa: Nike Zoom Pegasus 35 Turbo Women | 👉 Info: https://goo.gl/2Ay7qL 👈 Release Date August 2: , 2018 | 💲$200 #Nikezoom #pegasus #gymshoes #womenshoes #women #fashion #style #gym #run #TBT"
27,"Nike Zoom Pegasus 35 Turbo Women | 👉 Info: https://goo.gl/2Ay7qL 👈 Release Date August 2: , 2018 | 💲$200 #Nikezoom #pegasus #gymshoes #womenshoes #women #fashion #style #gym #run #TBT"
28,The Nike Zoom Pegasus 35 Turbo releases August 2 
29,"Nike Zoom Pegasus Turbo Release Date: July 19th (NikePlus), 2018 Release Date: August 2 (Global Release), 2018 #nike #nikezoom #pegasus #nikezoompegasus #running"
30,Pegasus. Turbocharged. The new Nike Zoom Pegasus Turbo. Coming 8.2 to http://fleetfeet.com
31,"Nike introduces the Zoom Pegasus Turbo, releases globally August 2 "
32,"Nike Zoom Pegasus Turbo New type running shoe Zoom Pegasus Turbo that inherits the function of Zoom Vaporfly from Nike appeared One foot for everyday training employing ultra lightweight Zoom X Form ・Release date：Thursday, August 2, 2018 ・Price：19,440円（税込） #nike #zoom "
33,I liked a @YouTube video http://youtu.be/VwD4Bf_Ff-g?a NIKE PEGASUS TURBO &amp; VAPORFLY 2! (ZOOM FLY 2?)
34,"Shoes of the summer coming out from @Nike: Nike Pegasus 35 TURBO (Featuring Nike’s Zoom X), Nike Zoom Fly 2...and Last, The Nike Vaporfly 4% with a Flyknit upper! Out of all of these, I want those Pegasus Turbo’s!"
