,text
46,Wmns Nike M2k Tekno Phantom UK http://bit.ly/2Sayctz US http://bit.ly/2JStVbP
47,NIKE M2K TEKNO WOMENS LIFESTYLE SHOE (GHOST AQUA/FLASH CRIMSON/WHITE/GHOST AQUA) Available now - http://bit.ly/2MdcwvG
48,"Nike M2k Tekno ""Core Black"" is available for $30 (Retail $100) BUY HERE: https://bit.ly/30Ri0Br"
49,AD: Nike W M2K Tekno 'Particle Beige' last sizes at £54 on Net-A-Porter UK =&gt; http://bit.ly/32KptTT
50,Nike M2K Tekno Available in ‘Desert Ore’ https://www.sneakerfiles.com/nike-m2k-tekno-desert-ore-ao3108-204-release-date-info/ via @sneakerfiles
51,The Nike M2K Tekno draws inspiration from the Monarch franchise and pushes it into the future with space age detailing. Its layered upper mimics the design of the original while the chunky outsole draws on the beloved Monarch IV. NIKE M2K TEKNO WOMENS - http://bit.ly/2JRu6En
52,"35% OFF #ad Nike M2K Tekno ""COOL GREY"" are now on sale for $65 (Retail $100) , no code needed BUY NOW: http://bit.ly/2JMLABz"
53,AD: Nike M2k Tekno SP 'Linen' available with 40% OFF on Slamjam =&gt; http://tinyurl.com/y2abtoev
54,NIKE M2K TEKNO Made out of a combination of real and synthetic leather. Available at The Athlete’s Foot stores for men #nike #m2ktekno #forhim #للرجال #theathletesfootkuwait #sportwithstyle
55,Nike M2K Tekno White Black-University Red For Sale AV4789-104 https://www.jordans2019cheap.com/collections/nike-m2k-tekno-white-black-university-red-for-sale-av4789-104/
56,A Summertime Colorway Of The Nike M2K Tekno https://www.sneakerscartel.com/a-summertime-colorway-of-the-nike-m2k-tekno/ #sneakers
57,Nike M2K Tekno SIZE W (US) : 5 - 9 US PRICE : 5900 - 8900 thb สั่งซื้อ📱Line : @xcm0119r (มี @ด้วยนะ) #thitapashop #nikem2kpink #niketeknothailand #nikem2kteknopink #nikem2kthailand #nikem2kteknothai #nike #nikethailand #nikem2kteknothailand #m2kteknonike #nikem2ktekno 
58,https://www.kicksonfire.com/nike-m2k-tekno-desert-ore-deep-royal-blue/ A Summertime Colorway Of The Nike M2K Tekno– We’ve seen countless colorways land on the Nike M2K Tekno and a new pair has surfaced for women which takes on a combination of neutral colors and bright ton...
59,Check out what I just added to my closet on Poshmark: Women’s Nike M2K Tekno. https://poshmark.com/listing/5cd0cc69de696ad87af19938?utm_campaign=referral_code%3DYASIAMAYA&amp;utm_source=tw_sh&amp;utm_content=feature%3Dsh_li_el_ios%26rfuid%3D5573965042a3223e860457cc%26ext_trk%3Dbranch via @poshmarkapp #shopmycloset
60,A Summertime Colorway Of The Nike M2K Tekno https://ift.tt/30LgmAc #SNEAKERHEAD
61,A Summertime Colorway Of The Nike M2K Tekno - http://bit.ly/2y19ouD pic.twitter.com/ZTfcnRrspQ
62,A Summertime Colorway Of The Nike M2K Tekno - http://bit.ly/2y19ouD
63,A Summertime Colorway Of The Nike M2K Tekno https://drwong.live/tings/nike-m2k-tekno-desert-ore-deep-royal-blue/ We’ve seen count...
64,A Summertime Colorway Of The Nike M2K Tekno https://ift.tt/30LgmAc
65,Nike M2K Tekno Available Online @SneakysolesS Price _ R1600 Get - 2 Pairs For Only _ R2800 DM To Make Your Order #sneakysolessa #onlineshopping #sneakysolers https://www.instagram.com/p/B0OxMtcBLtD/?igshid=k79osfjl1ueu
66,Can someone explain me Wheein’s addiction over the Nike m2k tekno? 
67,You can still grab the Nike Wmns M2K Tekno ‘Phantom' online All links =&gt; http://bit.ly/2RSq6FV
68,Nike M2K Tekno Available in ‘Desert Ore’ https://www.sneakerscartel.com/nike-m2k-tekno-available-in-desert-ore/ #sneakers
69,Nike M2K Tekno Available in ‘Desert Ore’ https://ift.tt/2ycFRhX
70,Nike M2K Tekno Available in ‘Desert Ore’ https://www.sneakerfiles.com/nike-m2k-tekno-desert-ore-ao3108-204-release-date-info/
71,"Nike M2k Tekno ""Core Black"" is available for $30 (Retail $100) BUY HERE: https://bit.ly/30Ri0Br"
72,Check sizes under 12 for the “Pueblo Brown” Nike M2K Tekno for 30% OFF retail at $75 + shipping! 😎 SHOP HERE -&gt; http://bit.ly/2JRVdO9
73,2018 Nike M2K Tekno Gunsmoke University Red https://jwongboutique.com/shop/2018-nike-m2k-tekno-gunsmoke-university-red/
74,"If you have the “Pure Platinum” Nike M2K Tekno on your wishlist, you can grab a pair from @endclothing for 30% OFF retail at $75 + shipping! ⚡️ SHOP HERE -&gt; http://bit.ly/2XSOk97"
75,Check savings of 30% OFF retail on the “Black/Off White/Obsidian” Nike M2K Tekno at $75 + shipping! 😎 SHOP HERE -&gt; http://bit.ly/2JCoufw
76,"{#TheZhirtพรีออเดอร์} Sale❗️ Nike M2K Tekno Size 7-13 us men (ไม่ครบไซส์) Price 3,490.- Free shipping Deposit 2,000.- One day sale หมดโปร 21 กค. 00:00 น. Order &gt;&gt; Line http://goo.gl/SpdCQP #nikecortezthailand #nikethailand #nike #nikem2ktekno #nikem2kthailand #nikem2k"
77,NIKE M2K TEKNO SURFACES IN “DESERT ORE” Color: Desert Ore/Deep Royal Blue-Fuel Orange Style Code: AO3108-204 Price: $100 COMING SOON 
78,"Buy Nike Air Monarch M2k Tekno Men Running Shoes Fashion Outdoor Sports Sneakers #415445, AV4789 at http://sneakersgistz.com! Free shipping to 185 countries. 45 days money back guarantee. https://sneakersgistz.com/nike-air-monarch-m2k-tekno-men-running-shoes-fashion-outdoor-sports-sneakers-415445-av4789/"
79,"Nike M2K Tekno Surfaces in ""Desert Ore"" https://sneakerbardetroit.com/nike-m2k-tekno-desert-ore-ao3108-204-release-date/"
80,"STEAL: Nike M2k Tekno ""Core Black"" only $30 + shipping (70% OFF) BUY HERE: http://bit.ly/2R1YigS"
81,#SneakerBar Nike M2K Tekno Surfaces in “Desert Ore” http://bit.ly/2O4JAss
82,Nike M2K Tekno Surfaces in “Desert Ore” https://ift.tt/2Gm4Qnh
83,Nike M2K Tekno Surfaces in “Desert Ore” http://bit.ly/2JH0DMV
84,#sale #sale ❗ Nike Wmns M2K Tekno Se - Hyper Crimson/White buy right now: http://bit.ly/2IT3AeZ #nike #wmns #m2k #tekno #sale #sales #summersale
85,#sale #sale ❗ Nike Wmns M2K Tekno Se - Hyper Crimson/White b u y: http://bit.ly/2IT3AeZ #nike #wmns #m2k #tekno #sale #sales #summersale
86,"Nike M2k Tekno ""Core Black"" is available for $30 (Retail $100) BUY HERE: https://bit.ly/30Ri0Br"
87,"70% OFF 💥 Grab the Nike M2k Tekno ""Core Black"" for $30 (Retail $100) Select sizes available here -&gt; https://bit.ly/30Ri0Br"
88,Nike M2K TEKNO all white
89,"STEAL: Nike M2k Tekno ""Core Black"" only $30 + shipping (70% OFF) BUY HERE: http://bit.ly/2R1YigS"
90,AD : Nike Wmns M2K Tekno 'Phantom/Hyper Crimson' now live on LVR Use code UOB10LVR =&gt;http://bit.ly/2JWODWO
91,"Last sizes: Nike M2K Tekno on sale 70% off, no code needed Click here to order -&gt; http://bit.ly/2XMQMxM"
92,#sale #sale ❗ Nike Wmns M2K Tekno Se - Hyper Crimson/White check this out 🔥🔥 http://bit.ly/2IT3AeZ #nike #wmns #m2k #tekno #sale #sales #summersale
93,.@Nike's retro new M2K Tekno features six different colors. 
94,NIKE M2K TEKNO LX COLOR : White/Summit White/Oxygen Purple/Hyper Crimson Black/Teal Tint/White/Bright Citron PRICE : 6900 - 9900 thb SIZE (US) : 5 - 10 US สั่งซื้อ📱Line : @xcm0119r (มี @ด้วยนะ) #thitapashop #m2kthailand #nikem2ktekno #nikem2kteknothailand #m2k #nikem2k
95,"So happy I didn’t get the Nike M2K Tekno, they’re nice but big as hell and I’m defs not getting a size 4."
96,"The Nike WMNS M2K Tekno in Desert Ore/Deep Royal Blue is available at our CPT, JHB and online store. Shop now: https://bit.ly/2JJKxB6"
97,Brand New!! Nike M2K Tekno LX Wmns UK4 https://ebay.us/64zY91 @eBay_UK #nike #niketrainers #ebaysale #fashion #womenstrainers
98,"Nike WMNS M2K Tekno Desert Ore - Inspired by the Air Monarch, the Nike Wmns M2K Tekno is the chunky sneaker to have this season. This latest version comes with a leather upper that clearly draws inspiration from the Nike Air Monarch. Also... "
99,No one can resist @Nike M2K Tekno. Do you? Let us know down in the comments 👇🏻 ——————————————⁣ #nike #nikewoman #m2ktekno #thesolewomens #missbish #hypebae #estillmag #popbee #gomf #girlsonmyfeet #sneakergirl #sneakers #girlonkicks #praisethegirls #xtremept #sneakers #kicks
100,Check out what I just added to my closet on Poshmark: Nike M2K Tekno Black/Off White Mens Shoes NEW. https://poshmark.com/listing/5d2fca08e25b32e4e005c878?utm_campaign=referral_code%3DSOLESAVINGS&amp;utm_source=tw_sh&amp;utm_content=feature%3Dsh_li_cl_web%26rfuid%3D5abe3b6e5eace2d1aae8bd1d%26ext_trk%3Dbranch via @poshmarkapp #shopmycloset
101,"Nike M2K Tekno in ""Monarch"" colorway get yours ➡️ http://bit.ly/2JBbY0Z US 8 (41) - US 13 (47.5) style code 🔎 AV4789-104 #nike #nikem2ktekno #tekno #monarch #titolo #titolostyle"
102,FSR Nike M2K Tekno Team Orange on ASOS France (no US shipping) http://bit.ly/2XT7pIs
103,"Nike M2K Tekno in ""Monarch"" colorway L I N K ➡️ http://bit.ly/2JBbY0Z US 8 (41) - US 13 (47.5) style code 🔎 AV4789-104 #nike #nikem2ktekno #tekno #monarch #titolo #titolostyle"
104,Check out NEW Nike M2K Tekno Shoes Womens Maroon Athletic Casual Comfort AO3108-200 Sz 11 https://www.ebay.com/ulk/itm/323810692570 @eBay
105,Check out Nike M2k Tekno Mens Fashion Sneaker CI2969 002 NEW #Nike #FASHIONSNEAKER https://ebay.us/nMWri9 via @eBay
106,"Nike M2K Tekno in ""Monarch"" colorway L I N K ➡️ http://bit.ly/2JBbY0Z US 8 (41) - US 13 (47.5) style code 🔎 AV4789-104 #nike #nikem2ktekno #tekno #monarch #titolo #titolostyle"
107,"Nike M2K Tekno in ""Monarch"" colorway S H O P ➡️ http://bit.ly/2JBbY0Z US 8 (41) - US 13 (47.5) style code 🔎 AV4789-104 #nike #nikem2ktekno #tekno #monarch #titolo #titolostyle"
108,AD : Nike Wmns M2K Tekno 'Phantom/Hyper Crimson' Sizes still available online via Schrittmacher:http://tinyurl.com/y2k2vbnw Schuh:http://tidd.ly/27448a27 Solekitchen:http://tinyurl.com/y3pnz26c
109,AD : Nike M2K Tekno 'Team Orange' Last sizes at 60€ only on Asphlatgold Use code SPEED24 =&gt;http://tinyurl.com/y47lg2at
110,(eBay Advertisement) Nike Women M2K Tekno Mesh AV7030-600 Shoe Sneaker O71219 FREE SHIPPING BNIB http://rover.ebay.com/rover/1/711-53200-19255-0/1?ff3=2&amp;toolid=10039&amp;campid=5338544985&amp;item=323860166575&amp;vectorid=229466&amp;lgeo=1&amp;utm_source=dlvr.it&amp;utm_medium=twitter
111,"Lolo Chang 70 years old wearing baggy plaid trouser, nike M2k Tekno retros, white polo/button up, and a navy blue tommy Hilfiger windbreaker "
112,New Nike M2K Tekno from @urbanathletics 💣
113,AD : Nike M2K Tekno Men 'Team Orange' now live with 50% OFF on Footasylum =&gt;http://tidd.ly/6f74fa54
114,Nike M2K Tekno WMNS Barely Volt/White-Red Orbit On Sale CJ5842-700 https://www.jordans2019cheap.com/collections/nike-m2k-tekno-wmns-barely-volt-white-red-orbit-on-sale/
115,AD: Nike M2K Tekno 'Team Orange' is available with 24% OFF Use code SPEED24 Big sizes:http://tinyurl.com/y47lg2at Wmns:http://tinyurl.com/y39cl4nh
116,NIKE M2K TEKNO ‘BLACK/WHITE’ $20.00 https://sneakersteal.com/2019/07/15/nike-m2k-tekno-black-white-20-00/
117,Check out what I just added to my closet on Poshmark: New Nike W M2K TEKNO. https://poshmark.com/listing/5d23740b8d653d84bc8843ad?utm_campaign=referral_code%3DVALIANT_TREND&amp;utm_source=tw_sh&amp;utm_content=feature%3Dsh_li_el_ios%26rfuid%3D5d083ab4370b9dfe384dd8d5%26ext_trk%3Dbranch via @poshmarkapp #shopmycloset
118,"LAST CHANCE: Grab the Nike M2K Tekno ""Core Black"" for only $20 + shipping (80% OFF) BUY HERE: http://bit.ly/2R1YigS"
119,$80 OFF THE FINAL SIZES!#ad Nike M2K Tekno 'BLACK/WHITE' are discounted to $20 with code GET50AFF at checkout BUY YOUR PAIR HERE: http://bit.ly/2CZQNVi
120,"Nike M2K Tekno ""Core Black"" is available for $20 (Retail $100) Use promo code GET50AFF for a discount: https://bit.ly/30Ri0Br"
121,"ENDS TONIGHT ⌛️ 80% OFF 💥 Grab the Nike M2K Tekno ""Core Black"" for $20 (Retail $100) Use code GET50AFF at checkout -&gt; https://bit.ly/30Ri0Br"
122,"The Nike M2K Tekno Is On Sale For $20 + Shipping! Retail $100, use code GET50AFF at checkout -&gt; http://bit.ly/32rVr79"
123,"75% OFF 💥 Grab the Nike M2K Tekno ""Gunsmoke"" for $25 (Retail $100) Use code GET50AFF at checkout -&gt; https://bit.ly/2Y8SjgY"
124,Ad: Last few sizes! Nike M2K Tekno's are only $20 + shipping each at Finish Line! Use code GET50AFF at checkout. Black http://bit.ly/2FumCV8 Pure Platinum http://bit.ly/2Fy8hXI
125,"Nike M2K Tekno ""Gunsmoke"" is available for $25 (Retail $100) Use promo code GET50AFF for a discount: https://bit.ly/2Y8SjgY"
126,$80 OFF THE FINAL SIZES!#ad Nike M2K Tekno 'BLACK/WHITE' are discounted to $20 with code GET20AFF at checkout BUY YOUR PAIR HERE: http://bit.ly/2CZQNVi
127,Ad: $20 + shipping on Nike M2K Tekno 'Black/White' with code GET50AFF =&gt; http://bit.ly/2x7B3d5
128,"Nike M2K Tekno now just $20 + ship! Retail $100, use code GET50AFF at checkout -&gt; http://bit.ly/30w32zG"
129,"HUGE STEAL: Nike M2K Tekno ""Gunsmoke"" on sale for only $25 + shipping (75% OFF) BUY HERE: http://bit.ly/2EnHdci"
130,$32 Nike M2K Tekno Sizes 10-13 available Code: GET50AFF 
131,⚠️Steal⚠️ Nike M2K Tekno on sale for $42 (Retail $100) More colors available. Code: GET50AFF https://bit.ly/2xMbvT0
132,"HUGE STEAL: Nike M2K Tekno ""Gunsmoke"" on sale for only $25 + shipping (75% OFF) BUY HERE: http://bit.ly/2EnHdci"
133,"INSANE STEAL: Nike M2K Tekno ""Core Black"" on sale for only $20 + shipping (80% OFF) BUY HERE: http://bit.ly/2R1YigS"
134,STEAL: $25 w/code GET50AFF Nike M2K Tekno ‘Gunsmoke’ https://bit.ly/2JH3AvO Try applying WC Rewards #AD
135,"INSANE STEAL: Nike M2K Tekno ""Core Black"" on sale for only $20 + shipping (80% OFF) BUY HERE: http://bit.ly/2R1YigS"
136,AD: $27 shipped Retail $100! Nike M2K Tekno w code GET50AFF https://bit.ly/2Ge8lMn #heskicks
137,"CRAZY STEAL: Nike M2K Tekno ""Gunsmoke"" on sale for only $25 + shipping (75% OFF) BUY HERE: http://bit.ly/2EnHdci"
138,"CRAZY STEAL: Nike M2K Tekno ""Core Black"" on sale for only $20 + shipping (80% OFF) BUY HERE: http://bit.ly/2R1YigS"
139,"HUGE STEAL: Nike M2K Tekno ""Gunsmoke"" on sale for only $25 + shipping (75% OFF) BUY HERE: http://bit.ly/2EnHdci"
140,STEAL: $20 w/code GET50AFF Nike M2K Tekno ‘Black/White’ https://bit.ly/2Uszbc9 Try applying WC Rewards #AD
141,"INSANE STEAL: Nike M2K Tekno ""Core Black"" on sale for only $20 + shipping (80% OFF) BUY HERE: http://bit.ly/2R1YigS"
142,"Last Sizes: Nike M2K Tekno ""Pure Platinum"" on sale for only $20 + shipping (80% OFF) BUY HERE: http://bit.ly/2Uti8Xn"
143,"Ad: Sizes 11.5, 12 & 13 only Nike M2K Tekno 'White' only $20 + shipping, use code GET50AFF =&gt; http://bit.ly/2Y9gJXE"
144,"ONLY $25 FOR SOME DAD SHOES!#ad Nike M2K Tekno ""GUNSMOKE"" are now 75% OFF with code GET50AFF BUY HERE: http://bit.ly/2Hhzzoo"
145,NIKE M2K TEKNO ONLY $27 + SHIP! USE CODE: GET50AFF https://bit.ly/2SiyiiP
146,Ad: $25 + shipping on Nike M2K Tekno 'Gunsmoke/Red' with code GET50AFF at checkout =&gt; http://bit.ly/2Y1mMO9
147,(eBay Advertisement) Size 9 women's NIKE M2K TEKNO WHITE BQ3378 100 Casual SNEAKERS PLATFORM http://rover.ebay.com/rover/1/711-53200-19255-0/1?ff3=2&amp;toolid=10039&amp;campid=5338544985&amp;item=352720575039&amp;vectorid=229466&amp;lgeo=1&amp;utm_source=dlvr.it&amp;utm_medium=twitter
148,Hi guys. I wanted to sell my Nike M2K Tekno. Size uk8. RM350. Dm if interested 
149,Womens Nike M2K Tekno “Pixel Camo” Black White CI9086-001 https://www.jordans2019cheap.com/collections/womens-nike-m2k-tekno-pixel-camo-black-white-ci9086-001/
150,I’m trying to figure out of these are cute or not. #nike #nikem2ktekno 
151,@nike when are the M2k tekno gel volts dropping? I thought this summer?
152,(eBay Advertisement) Nike Wmns M2K Tekno Summit White Turquoise Black Women Daddy Shoes AO3108-102 http://rover.ebay.com/rover/1/711-53200-19255-0/1?ff3=2&amp;toolid=10039&amp;campid=5338544985&amp;item=293149418956&amp;vectorid=229466&amp;lgeo=1&amp;utm_source=dlvr.it&amp;utm_medium=twitter
153,"Nike M2K Tekno ""Black/White"" Over 50% OFF at just $40 + shipping (retail $99.99) BUY HERE: http://bit.ly/2XFvnqa"
154,AD: Nike M2K Tekno 'White/Racer Blue/Volt' available on asphaltgold =&gt; http://tinyurl.com/yyz64ffu
155,Nike M2K Tekno Available Online @SneakysolesS Price _ R1600 DM To Make Your Order #sneakysolers #sneakysolessa #onlineshopping https://www.instagram.com/p/BzyEtmZBpu3/?igshid=185od55rnilwp
156,#Nike Off-White Air Monarch the M2K Tekno off 👟36 36.5 37 38 38.5 39 40 40.5 41 42 42.5 43 44 ILIJ11🌎✈️📦📬 
157,Peep savings of 30% OFF retail on the “Black/Off White” Nike M2K Tekno at $75 + shipping! 😎 SHOP HERE -&gt; http://bit.ly/2JCoufw
158,ad: Full Size Run Of The Womens Nike M2K Tekno 'Phantom' Live At ASOS &gt;&gt; http://bit.ly/2XDG1sN
159,Wmms Nike M2K Tekno Ghost Aqua/Crimson available Nike EU http://bit.ly/2XFtWs3 FD http://bit.ly/32iB63Z
160,Speaking of them shoes the Nike M2K tekno on sale for $40 on Finish Line. So far my favorite buy this year.
161,AD: Nike Wmns M2K Tekno 'Phantom' now on ASOS =&gt; http://tidd.ly/e9041113 No US Shipping
162,#SUMMERSALE 💥 Nike Wmns M2K Tekno - White/White-Laser Fuchsia-Hyper Crimson check it out N O W ☀ http://bit.ly/2IT3AeZ #nike #wmns #m2k #tekno #sale #sales #summersale
163,Going fast Nike Men M2K Tekno Casual Sneakers from Finish Line for $65 via Macy's http://bit.ly/2JEz5qr
164,#SUMMERSALE 💥 Nike Wmns M2K Tekno - White/White-Laser Fuchsia-Hyper Crimson buy here ☀ http://bit.ly/2IT3AeZ #nike #wmns #m2k #tekno #sale #sales #summersale
165,SUMMER #SALE ✨ Nike Wmns M2K Tekno - White/White-Laser Fuchsia-Hyper Crimson s h o p ☀ http://bit.ly/2IT3AeZ #nike #wmns #m2k #tekno #sale #sales #summersale
166,SUMMER #SALE 🔥 Nike Wmns M2K Tekno - Summit White/Summit White-Barely Rose shop now ☀ http://bit.ly/2IT3AeZ #nike #wmns #m2k #tekno #sale #sales #summersale
167,SUMMERSALE 🔥 Nike Wmns M2K Tekno - Summit White/Summit White-Barely Rose buy h e r e ☀ http://bit.ly/2IT3AeZ #nike #wmns #m2k #tekno #sale #sales #summersale
168,take a look h e r e! 🔥 Nike Wmns M2K Tekno - Summit White/Summit White-Barely Rose shop now: http://bit.ly/2IT3AeZ #nike #wmns #m2k #tekno #sale #sales #summersale
169,"STEAL: Nike M2k Tekno ""Core Black"" on sale for only $40 + shipping (60% OFF) BUY HERE: http://bit.ly/2R1YigS"
170,"adidas falcon ugly la, nike m2k tekno nicer gile"
171,"The ""Volt/Blue"" Nike M2K Tekno Is On Sale For 50% Off! No code needed, click here to order -&gt; http://bit.ly/2S417zr"
172,"STEAL: Nike M2k Tekno ""Core Black"" on sale for only $40 + shipping (60% OFF) BUY HERE: http://bit.ly/2R1YigS"
173,The Nike M2K Tekno draws inspiration from the Monarch franchise and pushes it into the future with space age detailing. Its layered upper mimics the design of the original while the chunky outsole draws on the beloved Monarch IV. NIKE M2K TEKNO WOMENS - http://bit.ly/2JRu6En
174,"The ""Volt/Blue"" Nike M2K Tekno is on sale 50% off! No code needed, click here to order -&gt; http://bit.ly/2S8GPVA"
