,text
263,"NIKE AIR JORDAN 1 MID SE ""YELLOW TOE"" (852542-071) https://sneaker4life.com/2019/07/02/nike-air-jordan-1-mid-se-yellow-toe-852542-071/ #スニーカー"
264,Nike Air Jordan 1 Mid - White/White 554724-129 | Buy Online 
265,"NIKE AIR JORDAN 1 MID SE ""YELLOW TOE"" (852542-071) http://dlvr.it/R7fT56"
266,EU ONLY : Limited restock on Nike EU Wmns Air Jordan 1 Mid 'White/Black/Gym Red' FR:http://bit.ly/2Rciz4i UK:http://bit.ly/2wQdtl2 DE:http://bit.ly/2XHy7Q3 NL:http://bit.ly/2MGsFM6 ES:http://bit.ly/2X6QPn4 IT:http://bit.ly/2XHhjIV
267,"NIKE AIR JORDAN 1 MID SE ""YELLOW TOE” https://a.r10.to/hfzLPw"
268,"【NEW ARRIVAL】 NIKE AIR JORDAN 1 MID SE ""YELLOW TOE"" black/black-tour yellow-white 852542-071 https://item.rakuten.co.jp/ltd-online/852542-071/ #nike #airjordan #jordan #ナイキ #エアジョーダン1 #スニーカー #足元くら部 #スニーカーコーデ… https://www.instagram.com/p/BzZgWU6BbVb/?igshid=1u9fztook3h5t"
269,Skye’s Sneaks of the Week: 1. @Nike KD12 “EYBL” 2. @Jumpman23 Air Jordan 8 “Aqua” 3. @Puma RS-X “Falling Coconut” 4. Nike Blazer Mid Vintage 77 #Nike #Jordan #Puma #KD #WNBA #NBA
270,Now available on #Nike US. Air Jordan 1 Mid Gunsmoke. —&gt; http://bit.ly/2XfXd7v #ad
271,"AD : Dropped via AFEW with global shipping, the new Air Jordan 1 Mid 'GunSmoke' =&gt;http://tinyurl.com/y277gnq8 Also live in the US via Nike US:http://bit.ly/2Np6zOF Finishline:http://bit.ly/2RMkrkx"
272,Ad: Air Jordan 1 Mid 'Coral/Gold' Nike:http://bit.ly/2XH4UYE KicksUSA:http://bit.ly/2ZCOf5P Shoe Palace:http://bit.ly/2wBQEBn DTLR:http://bit.ly/2WXL7Qp
273,"AD : US RELEASE Available now via Nike US, the Air Jordan 1 Mid 'Coral/Gold' Size run 8US-16US =&gt;http://bit.ly/2NsgJy5"
274,@TEE_MARIEX3 RT @SOLELINKS: Ad: NEW Air Jordan 1 Mid 'Gunsmoke' is now available Finish Line:http://bit.ly/2X9fjNp Nike US:http://bit.ly/2Yujv6U
275,Ad: NEW Air Jordan 1 Mid 'Gunsmoke' is now available Finish Line:http://bit.ly/2X9fjNp Nike US:http://bit.ly/2Yujv6U
276,ad: Big Sizes Of The Air Jordan 1 Mid SE 'Quai 54' At Nike EU &gt;&gt; http://bit.ly/2R3cB5K
277,New Arrivals on @asphaltgold - Nike Blazer Mid '77 Vintage Multicolor: http://tinyurl.com/yxaqmnw8 Nike Air Jordan 1 Mid Obsidian: http://tinyurl.com/yxc3q5bw
278,Check out what I just added to my closet on Poshmark: Nike Air Jordan 1 Mid SE Lakers size 12 with box. https://poshmark.com/listing/5d1944f37a81730958697a5f?utm_campaign=referral_code%3DKC15AA&amp;utm_source=tw_sh&amp;utm_content=feature%3Dsh_li_cl_and%26rfuid%3D58bf7098f8a0732fd30e344c%26ext_trk%3Dbranch via @poshmarkapp #shopmycloset
279,(eBay Sponsored) NIKE Size 7 Youth Air Force 1 AF1 Mid Top White Jordan Sneakers Rare 2010 http://rover.ebay.com/rover/1/711-53200-19255-0/1?ff3=2&amp;toolid=10039&amp;campid=5338544985&amp;item=333253078360&amp;vectorid=229466&amp;lgeo=1&amp;utm_source=dlvr.it&amp;utm_medium=twitter
280,NIKE AIR FOAMPOSITE ONE NIKE AIR FOAMPOSITE PRO NIKE AIR MAX 95 LV8 NIKE DUNK HIGH NIKE MANOA LEATHER NIKE TERMINATOR HIGH SWAT NIKE AIR JORDAN 1 MID BLACK NIKE AIR JORDAN 2 ALTERNATE 87 #NIKE #スニーカー #コレクター #ZOLTAXIAN #ゾルタクスゼイアン #ビートメーカーソオ #so
281,👌👌👌👌 Nike Air Jordan 1 MID Original New Arrival Men's Basketball Shoes Outdoor Sports Sneakers #554724 https://buyandfast.com/nike-air-jordan-1-mid-original-new-arrival-mens-basketball-shoes-outdoor-sports-sneakers-554724/ https://buyandfast.com/ Free Shipping
282,"📆Release Date: July 1st, 2019 NIKE × Stranger Things ""OG COLLECTION"" AIR BARRAGE MID “Black/Cyber” WMNS AIR JORDAN 1 Nova XX “White/Black/Gym Red” WMNS VANDALIZED LX 👇👇👇👇 http://bit.ly/2eoeNlg"
283,"📆Release Date: July 1st, 2019 NIKE × Stranger Things ""OG COLLECTION"" AIR BARRAGE MID “Black/Cyber” WMNS AIR JORDAN 1 Nova XX “White/Black/Gym Red” WMNS VANDALIZED LX 👇👇👇👇 http://bit.ly/2eoeNlg"
284,"📆Release Date: July 1st, 2019 NIKE × Stranger Things ""OG COLLECTION"" AIR BARRAGE MID “Black/Cyber” WMNS AIR JORDAN 1 Nova XX “White/Black/Gym Red” WMNS VANDALIZED LX 👇👇👇👇 http://bit.ly/2eoeNlg"
285,"Release Date : June 29, 2019📌🚀 Air Jordan 1 High OG Nike Air Max 90 Adidas Runner Mid 4D Adidas Yeezy Boost 700 👇👇👇👇 http://bit.ly/2N7cN5v"
286,"Release Date : June 29, 2019📌🚀 Air Jordan 1 High OG Nike Air Max 90 Adidas Runner Mid 4D Adidas Yeezy Boost 700 👇👇👇👇 http://bit.ly/2eoeNlg"
287,"Release Date : June 29, 2019📌🚀 Air Jordan 1 High OG Nike Air Max 90 Adidas Runner Mid 4D Adidas Yeezy Boost 700 👇👇👇👇 http://bit.ly/2eoeNlg"
288,Check out what I just added to my closet on Poshmark: 2013 Nike Air Jordan 1 Mid True Blue Cement Grey. https://poshmark.com/listing/5d16887dafade89aecad7588?utm_campaign=referral_code%3DSBORDELON78&amp;utm_source=tw_sh&amp;utm_content=feature%3Dsh_li_cl_ios%26rfuid%3D5cbcba2d7bc3604595b9b548%26ext_trk%3Dbranch via @poshmarkapp #shopmycloset
289,ad: Big Sizes Of The Air Jordan 1 Mid 'Quai 54' Are Available Here Nike &gt;&gt; http://bit.ly/2R3cB5K BSTN &gt;&gt; http://bit.ly/2I2mBsX
290,"Release Date : June 29, 2019📌🚀 Air Jordan 1 High OG Nike Air Max 90 Adidas Runner Mid 4D Adidas Yeezy Boost 700 👇👇👇👇 http://bit.ly/2eoeNlg"
291,"Release Date : June 29, 2019📌🚀 Air Jordan 1 High OG Nike Air Max 90 Adidas Runner Mid 4D Adidas Yeezy Boost 700 👇👇👇👇 http://bit.ly/2eoeNlg"
292,"Question; are the Starfish Orange Mids really a Shattered Backboard or not? AIR JORDAN 1 SHATTERED BACKBOARD COMPARISON: SATIN, LOW, 3.0 &amp; STARFISH ORANGE MID🎥 https://youtu.be/kle9hIHAVzw ⬆️👀⬆️ LINK ABOVE ⬆️👀⬆️ #sneakers #nike #nikeshoes #nikesneakers #jordan1s #starfishorange"
293,"Release Date : June 29, 2019📌🚀 Air Jordan 1 High OG Nike Air Max 90 Adidas Runner Mid 4D Adidas Yeezy Boost 700 👇👇👇👇 http://bit.ly/2eoeNlg"
294,"55€, -30%! - Nike Air Jordan 1 MID BG 554725-061 "
295,US11+ Nike Air Jordan 1 Mid Q54 restocked via BSTN http://tinyurl.com/y5uavxzb worldwide shipping
296,"Nike Air Jordan 1 mid Black Vibrant Yellow going at K36,000. Size 8UK 9US "
297,"Release Date : June 29, 2019📌🚀 Air Jordan 1 High OG http://bit.ly/2hwa5oe Nike Air Max 90 http://bit.ly/2tmnWmd Adidas Runner Mid 4D http://bit.ly/2ldYBar Adidas Yeezy Boost 700 http://bit.ly/Yeezyfan"
298,Check out Nike Air Jordan 1 MID White/Wolf-Grey (554724-112)Sz 11 GDFAS‼️✔️♨️ https://www.ebay.com/ulk/itm/113799989913 ⁦@SneakerEbay⁩
299,"Small sizes restocked - Nike Air Jordan 1 Mid ""Yellow Toe"" -&gt; http://tinyurl.com/y3lozq9k EU Shipping only"
300,(eBay Advertisement) Nike Wmns Air Jordan 1 Retro Mid Hi PREM I Premium / Zip AJ1 Women Shoes Pick 1 http://rover.ebay.com/rover/1/711-53200-19255-0/1?ff3=2&amp;toolid=10039&amp;campid=5338544985&amp;item=312675063232&amp;vectorid=229466&amp;lgeo=1&amp;utm_source=dlvr.it&amp;utm_medium=twitter
301,"LAST 2 PAIRS! Nike Air Jordan 1 Retro Mid SE ""Quai 54"" Black White Multicolor Size: US 10 US 11 ETA: 5 Days Full Payment @4.550 (exclude shipping) https://www.instagram.com/p/BzLmmxIgEAVDvy_3QqeHRmhXnNpPsmPAqN9N200/?igshid=1uycja8gdzm8p"
302,Nike Air Jordan 1 Mid Patent Leather Black White Gold Size: US 8 - US 10½ ETA: 5 Days Full Payment @4.350 (exclude shipping) https://www.instagram.com/p/BzLlbJJACtCeuAnhSTrC5EZ5C1B0IdXLZZbTJA0/?igshid=182pt8w2cjf8y
303,"Releasing 7/1/2019📌🚀 Nike Air Foamposite 1 http://bit.ly/2hwa5oe Nike Air Barrage Mid ""Raptors"" http://bit.ly/2tmnWmd Air Jordan 10 Retro SE ""Ember Glow"" http://bit.ly/2ldYBar"
304,"Releasing 7/1/2019📌🚀 Nike Air Foamposite 1 Nike Air Barrage Mid ""Raptors"" Air Jordan 10 Retro SE ""Ember Glow"" http://bit.ly/yeezyrelease https://bit.ly/2Y7EeNK"
305,Check out Rare 2014 Nike Air Jordan Retro 1 Mid White Black Gym Red Mens Sz 11 554724-101 
306,NEW IN ! Nike Wmns Air Jordan 1 Mid - Atmosphere Grey/Pale Ivory SHOP HERE: http://bit.ly/2KCEFN0
307,NEW IN ! Nike Wmns Air Jordan 1 Mid - Atmosphere Grey/Pale Ivory SHOP HERE: http://bit.ly/2KCEFN0
308,NEW IN ! Nike Wmns Air Jordan 1 Mid - Atmosphere Grey/Pale Ivory SHOP HERE: http://bit.ly/2KCEFN0
309,"Releasing 7/1/2019📌🚀 Nike Air Foamposite 1 http://bit.ly/2hwa5oe Nike Air Barrage Mid ""Raptors"" http://bit.ly/2tmnWmd Air Jordan 10 Retro SE ""Ember Glow"" http://bit.ly/2ldYBar"
310,"Releasing 7/1/2019📌🚀 Nike Air Foamposite 1 Nike Air Barrage Mid ""Raptors"" Air Jordan 10 Retro SE ""Ember Glow"" 👇👇👇👇 http://bit.ly/2eoeNlg"
311,"Releasing 7/1/2019📌🚀 Nike Air Foamposite 1 Nike Air Barrage Mid ""Raptors"" Air Jordan 10 Retro SE ""Ember Glow"" 👇👇👇👇 http://bit.ly/2eoeNlg"
312,Air Jordan 1 “Retro Mid” Bred Multi Color Sneaker Now Available in store in all sizes Dm or whatsapp +234 706 367 0079 #shoes #balenciaga #addidas #puma #luisvuitton #nike #lagos #sweetboysassociation #wizkid #ghana… https://www.instagram.com/p/BzJhbtGgOEk/?igshid=136orl5k4mqxx
313,(eBay Sponsored) Nike Air Jordan 1 Mid Laker Style #BQ6931-700 Size 6.5Y http://rover.ebay.com/rover/1/711-53200-19255-0/1?ff3=2&amp;toolid=10039&amp;campid=5338544985&amp;item=303201953623&amp;vectorid=229466&amp;lgeo=1&amp;utm_source=dlvr.it&amp;utm_medium=twitter
314,(eBay Sponsored) Nike Air Jordan 1 Mid Flex Little Girl's Shoes Size 10C http://rover.ebay.com/rover/1/711-53200-19255-0/1?ff3=2&amp;toolid=10039&amp;campid=5338544985&amp;item=113797248163&amp;vectorid=229466&amp;lgeo=1&amp;utm_source=dlvr.it&amp;utm_medium=twitter
315,"Releasing 7/1/2019📌🚀 Nike Air Foamposite 1 http://bit.ly/2hwa5oe Nike Air Barrage Mid ""Raptors"" http://bit.ly/2tmnWmd Air Jordan 10 Retro SE ""Ember Glow"" http://bit.ly/2ldYBar"
316,"Releasing 7/1/2019📌🚀 Nike Air Foamposite 1 Nike Air Barrage Mid ""Raptors"" Air Jordan 10 Retro SE ""Ember Glow"" 👇👇👇👇 http://bit.ly/2eoeNlg"
317,"Releasing 7/1/2019📌🚀 Nike Air Foamposite 1 Nike Air Barrage Mid ""Raptors"" Air Jordan 10 Retro SE ""Ember Glow"" 👇👇👇👇 http://bit.ly/2eoeNlg"
318,"Releasing 7/1/2019📌🚀 Nike Air Foamposite 1 Nike Air Barrage Mid ""Raptors"" Air Jordan 10 Retro SE ""Ember Glow"" 👇👇👇👇 http://bit.ly/2eoeNlg"
319,"Releasing 7/1/2019📌🚀 Nike Air Foamposite 1 http://bit.ly/2hwa5oe Nike Air Barrage Mid ""Raptors"" http://bit.ly/2tmnWmd Air Jordan 10 Retro SE ""Ember Glow"" http://bit.ly/2ldYBar"
320,"Releasing 7/1/2019📌🚀 Air Jordan 10 Retro SE ""Ember Glow"" http://bit.ly/2hwa5oe Nike Air Barrage Mid ""Raptors"" http://bit.ly/2tmnWmd Nike Air Foamposite 1 http://bit.ly/2ldYBar"
321,"Releasing 7/1/2019📌🚀 Air Jordan 10 Retro SE ""Ember Glow"" http://bit.ly/2hwa5oe Nike Air Barrage Mid ""Raptors"" http://bit.ly/2tmnWmd Nike Air Foamposite 1 http://bit.ly/2ldYBar"
322,"Releasing 7/1/2019📌🚀 Nike Air Foamposite 1 http://bit.ly/2hwa5oe Nike Air Barrage Mid ""Raptors"" http://bit.ly/2tmnWmd Air Jordan 10 Retro SE ""Ember Glow"" http://bit.ly/2ldYBar"
323,"NKOTB, Nike Air Jordan 1 Mid ""What The"" (US 12), @lakers for life👊😍 https://www.instagram.com/p/BzH3i5VggDlccxea6AApxfF9UoEFnqwvfpg_No0/?igshid=x86zdmhfjjnp"
324,"Hi @shelflifestore, Could you possibly organize a UK Size 7 Nike Air Jordan 1 Mid - Black/Hyper Crimson? Been checking your website and still that size is unavailable"
325,"#Nike Air #Jordan 1 Mid ""Yellow Toe""🍋 “Yellow/Black/White” June, 2019 $120 852542-071 👇👇👇 👇👇👇👇 =&gt;http://bit.ly/2iTeUH7"
326,I just discovered this on Poshmark: Nike Air Jordan 1 Retro Mid Kids Size 7Y. https://posh.mk/FzjYYTWHLX via @poshmarkapp
327,"#Nike Air #Jordan 1 Mid ""Yellow Toe""🍋 “Yellow/Black/White” June, 2019 $120 852542-071 👇👇👇 http://bit.ly/2eoeNlg"
328,Check out Nike Air Jordan 1 Mid SE Quai 54 UK 9 | US 10 - Brand New In Box With Receipt https://www.ebay.co.uk/ulk/itm/173942667003 ⁦@eBay⁩ ⁦@Nike⁩ ⁦@Jumpman23⁩ #nike #jordan
329,"Love for this new kick, best Air Jordan Mid 1 release in 2019 in my opinion. What on your feet today? #airjordan #nike #Quai54 #YourSneakersAreDope #womft #wdywt"
330,"#Nike Air #Jordan 1 Mid ""Yellow Toe""🍋 “Yellow/Black/White” June, 2019 $120 852542-071 👇👇👇 http://bit.ly/2eoeNlg"
331,"#Nike Air #Jordan 1 Mid ""Yellow Toe""🍋 “Yellow/Black/White” June, 2019 $120 852542-071 👇👇👇 http://bit.ly/2eoeNlg"
332,NIKE FA19 AIR JORDAN 1 MID 554724-072 GUNSMOKE/VOLT-NEUTRAL GREY-WHIT… [楽天] https://a.r10.to/hfruGl #RakutenIchiba
333,I just discovered this on Poshmark: NEW Nike Air Jordan Retro Mid 1 SE. https://posh.mk/jsEsr6naKX via @poshmarkapp
334,"#100 RT @SouthernLife478: #sneakerhead #kicks #nike These are pretty awesome, my son's new fav Nike line. Air Jordan 1 Mid Men's Shoe.… https://twitter.com/i/web/status/1142606845703598082"
335,"#sneakerhead #kicks #nike These are pretty awesome, my son's new fav Nike line. Air Jordan 1 Mid Men's Shoe. http://Nike.com /"
336,(eBay Sponsored) NIKE AIR JORDAN 1 MID Red Black White Basketball Shoes - 5Y http://rover.ebay.com/rover/1/711-53200-19255-0/1?ff3=2&amp;toolid=10039&amp;campid=5338544985&amp;item=202715793358&amp;vectorid=229466&amp;lgeo=1&amp;utm_source=dlvr.it&amp;utm_medium=twitter
337,Nike Air Jordan 1 Mid AJ1 Original Authentic Black Yellow Joe Men's Basketball Shoes Sneakers Outdoor Non-slip Deisnger Sports https://www.monteiros.news/nike-air-jordan-1-mid-aj1-original-authentic-black-yellow-joe-mens-basketball-shoes-sneakers-outdoor-non-slip-deisnger-sports/ #fashion|#sport|#tech|#lifestyle
338,Ichiro Yamada NIKE AIR JORDAN 1 MID White/Red/Green/Black 
339,"#Nike Air #Jordan 1 Mid ""Yellow Toe""🍋 “Yellow/Black/White” June, 2019 $120 852542-071 👇👇👇👇 http://bit.ly/yeezyrelease"
340,"#Nike Air #Jordan 1 Mid ""Yellow Toe""🍋 “Yellow/Black/White” June, 2019 $120 852542-071 👇👇👇👇 http://bit.ly/2eoeNlg"
341,"#Nike Air #Jordan 1 Mid ""Yellow Toe""🍋 “Yellow/Black/White” June, 2019 $120 852542-071 👇👇👇👇 http://bit.ly/2eoeNlg"
342,"#Nike Air #Jordan 1 Mid ""Yellow Toe""🍋 “Yellow/Black/White” June, 2019 $120 852542-071 http://bit.ly/2hwa5oe http://bit.ly/2tmnWmd http://bit.ly/2ldYBar"
343,Ad: Women's Air Jordan 1 Mid 'Atmosphere Grey/Pale Ivory' dropped via Nike US =&gt; http://bit.ly/2Y5ZVO2
344,NIKE FA19 AIR JORDAN 1 MID 554724-072 GUNSMOKE/VOLT-NEUTRAL GREY-WHIT… [楽天] https://a.r10.to/hvmM92 #RakutenIchiba
345,(eBay Advertisement) Nike Air Jordan 1 Mid BQ6472-001 Black Phantom Womens http://rover.ebay.com/rover/1/711-53200-19255-0/1?ff3=2&amp;toolid=10039&amp;campid=5338544985&amp;item=123810194007&amp;vectorid=229466&amp;lgeo=1&amp;utm_source=dlvr.it&amp;utm_medium=twitter
346,Check out NIKE AIR JORDAN 1 MID #BasketballShoes 554724 005 New with Box - Black/ Gym Red #Nike https://ebay.us/m7rtE5 via @eBay #Jordan 
347,Check out NIKE AIR JORDAN 1 MID #BasketballShoes 554724 005 New with Box - Black/ Gym Red #Nike https://ebay.us/m7rtE5 via @eBay #AirJordan
348,NIKE AIR JORDAN 1 MID WHITE WOMENS WORLD CUP TRAINERS 
349,NIKE FA19 AIR JORDAN 1 MID 554724-072 GUNSMOKE/VOLT-NEUTRAL GREY-WHIT… [楽天] https://a.r10.to/hfNEAI #RakutenIchiba
350,"Air #Jordan 1 Mid ""grey/volt"" Color: Gunsmoke/Neutral Grey-Volt Style Code: 554724-072 Price: $110 http://bit.ly/loveYeezy"
351,NIKE FA19 AIR JORDAN 1 MID 554724-072 GUNSMOKE/VOLT-NEUTRAL GREY-WHIT… [楽天] https://a.r10.to/hVYxje #RakutenIchiba
352,Check out Nike Air Jordan 1 MID White/Wolf-Grey (554724-112)Sz 11 GDFAS‼️✔️♨️ https://www.ebay.com/ulk/itm/123809660819 ⁦@SneakerEbay⁩
353,Air Jordan 1 Mid Style Code: 554724-072 Price: $110 http://bit.ly/loveYeezy
354,"Nike Air Jordan 1 MID, Men's Hi-Top Sneakers, Multicolored (Cool Grey/Cl Gry-... https://www.amazon.com/dp/B017O7YOS0/ref=cm_sw_r_tw_dp_U_x_4JVcDbZB8TH3G via @amazon"
355,Ad: LIVE via Nike US Women's Air Jordan 1 Mid 'White/Black/Gym Red' =&gt; http://bit.ly/2ZEI8hv
356,Check out what I just added to my closet on Poshmark: NIKE AIR JORDAN 1 MID Wolf Grey Sz 10.5. https://poshmark.com/listing/5ceda56316105de29aafd842?utm_campaign=referral_code%3DJASONBROOKS&amp;utm_content=feature%3Dsh_li_el_ios%26rfuid%3D593b981b2c074198d15147a2%26ext_trk%3Dbranch&amp;utm_source=tw_sh via @poshmarkapp #shopmycloset
357,(eBay Sponsored) Nike Air Jordan Retro 1 Mid Wolf Grey / Tropical Teal Toddler Size 10c http://rover.ebay.com/rover/1/711-53200-19255-0/1?ff3=2&amp;toolid=10039&amp;campid=5338544985&amp;item=264368034310&amp;vectorid=229466&amp;lgeo=1&amp;utm_source=dlvr.it&amp;utm_medium=twitter
358,The Top 3 Showcase continues #top3showcase 🥇🥈🥉 Our 5th TOP 3 feature comes at you from the homie @ArmenianKicks 1. @nike Air Presto Mid Acronym “Racer Pink” 2. @nike @Jumpman23 Air Jordan 1 “Court Purple” 3. @nike Sacai Blazer “Snow Beach &amp; White/Black/Legend Blue 
359,•Air Force 1 low •Blazer mid 77 •Air Jordan 1 OG Voy por ustedes!!! #vintage #retro #Nike
360,"Day 18 of 30 Nike Air Jordan 1 Mid “Black Toe” from the “Old Love, New Love” combo pack #kicksonfire🔥 #30for30 #30daychallenge #kotd #jordan #jumpman #jordanbrand https://www.instagram.com/p/By3FXZDHRke/?igshid=108pldy0wcm09"
361,(eBay Sponsored) Nike Air Jordan 1 Mid GS AJ1 I White Rose Gold Black Kid Women Shoes 555112-190 http://rover.ebay.com/rover/1/711-53200-19255-0/1?ff3=2&amp;toolid=10039&amp;campid=5338544985&amp;item=293124823236&amp;vectorid=229466&amp;lgeo=1&amp;utm_source=dlvr.it&amp;utm_medium=twitter
362,Check out Nike Air Jordan 1 Mid SE Lakers University Gold Purple Men’s Sz 11.5 852542-700 https://www.ebay.com/ulk/itm/352694872196 @eBay
363,Coming soon: Air Jordan 1 Mid “Yellow Toe.” Cop or pass? =&gt; http://bit.ly/loveYeezy
364,Air Jordan 1 Mid “Iridescent” For Women Is Coming Soon #sneakerhead #sneakersforlife #sneakersforsale #sneakersale #shoes #shoecollector #shoecollection #shoe #shoeaddiction #shoeaddict #shoegame #nike #jordan 
365,Air Jordan 1 Mid “Iridescent” For Women Is Coming Soon #sneakerhead #sneakersforlife #sneakersforsale #sneakersale #shoes #shoecollector #shoecollection #shoe #shoeaddiction #shoeaddict #shoegame #nike #jordan https://www.instagram.com/p/By1ifZNJpjE/?igshid=dc9eyhuimsq4
366,Don't sleep on this dope black and yellow colourway of the Air Jordan 1 Mid SE as sizes begin to sell out on Nike CA! Grab your pair for $165 + free shipping while you can... https://bit.ly/2Jxsn83
367,Nike Air Jordan 1 Retro Available Online @SneakysolesS Price _ R2200 Nike Airforce 1 Mid Available Online @SneakysolesS Price _ R1300 #sneakysolessa #mzansi #onlineshopping https://www.instagram.com/p/By0Lbqzhsta/?igshid=pcst1vhiulqf
368,"Nike Air Jordan 1 Retro Mid SE ""Quai 54"" Black White Multicolor Size: US 5 - US 13 ETA: 3 - 5 Weeks Full Payment @5.550 (exclude shipping) https://www.instagram.com/p/By0BSCEgNRh_tWKjbGstTRvpDFIMzDU5wL8Qk80/?igshid=uab95djh4zkt"
369,Jordan Brand Showcases Metallic Teal For This Upcoming Ladies Air Jordan 1 Mid Release! Click That Link For The Full Read! #sneakers #nike #sneakerheads #jordan #basketball #ladies
370,Coming soon: Air Jordan 1 Mid “Yellow Toe.” Cop or pass? =&gt; http://bit.ly/loveYeezy
371,(eBay Sponsored) Nike Air Jordan 1 Mid SE GC GS Black Gold Yellow Taxi Kid Women Shoes CD6760-007 http://rover.ebay.com/rover/1/711-53200-19255-0/1?ff3=2&amp;toolid=10039&amp;campid=5338544985&amp;item=362679555171&amp;vectorid=229466&amp;lgeo=1&amp;utm_source=dlvr.it&amp;utm_medium=twitter
372,"AD : TODAY ONLY The Nike Wmns Air Jordan 1 Mid ""Turf Orange"" is available with 20% OFF via Sneakerbaas Use code DAD20 =&gt; http://tinyurl.com/y25l5b4p"
373,"The Nike Air Jordan 1 Mid in White is available at our CPT, JHB and online store. Shop now: https://bit.ly/2wSiUQ7"
374,"Nike Air Jordan 1 Retro Mid SE ""Quai 54"" Black White Multicolor Size: US 5 - US 13 ETA: 3 - 5 Weeks Full Payment @5.550 (exclude shipping) https://www.instagram.com/p/Bywx2pxAPHAGvf3PHF92tqpvSm7d6TCRliDJec0/?igshid=1ic18mfiho1yi"
375,"Nike Air Jordan 1 Mid SE ""What The"" Multicolor Size: 40 - 46 3.250 (exclude shipping) https://www.instagram.com/p/Bywub-PAiuqMkLF6bIa3BpwgG4GnXKn2oGPWC80/?igshid=mo43a8mxgx2r"
376,Air Jordan 1 Mid SE $120 Color: Field Purple/White-Gym Red Style Code: 852542-005 =&gt;http://bit.ly/loveYeezy
377,Coming soon: Air Jordan 1 Mid “Yellow Toe.” Cop or pass? =&gt;http://bit.ly/loveYeezy
378,"~ Random For Sale pt 2. ~ Nike x MMW Free Trainer 3 SP - Size 8.5 - $550 Reconstructed Converse White - Size 10 / 10.5 / 11 - $125 Retro 7 Patta - Size 7 / 14 - (DM for pricing) Air Jordan 1 Mid ""All over Logo"" - Size 8 / 9.5 - (DM for pricing) Please RT @QuanFlix_"
379,Where To Buy The Air Jordan 1 Mid Quai 54 - http://bit.ly/loveYeezy
380,Nike Air Jordan 1 Mid SE (Crimson Tint / Hyper Pink – Black – Sail) https://shop.hypesrus.com/shop/nike-air-jordan-1-mid-se-crimson-tint-hyper-pink-black-sail/?utm_source=dlvr.it&amp;utm_medium=twitter #sneaker #lpu
381,Air Jordan 1 Mid Color: White/Obsidian Style Code: 553558-114 Price: $90 http://bit.ly/loveYeezy
382,BUY ONLINE NIKE AIR JORDAN 1 MID GS https://www.billys-tokyo.net/shop/g/g5973510001044/
383,Air Jordan 1 Mid Color: White/Obsidian Style Code: 553558-114 Price: $90 http://bit.ly/loveYeezy
384,"NIKE SB x AIR JORDAN 1 LOW QS ""MID NIGHT NAVY"" : HOME BASE NEWS http://blog.livedoor.jp/familymakoto2000/archives/52096713.html"
385,"Nike Air Jordan 1 Mid SE Field Purple / White Gym-Red BNIB IDR 2.699.999 Sz 8 8,5 9 9,5 10 10,5 11 12 (other sz request) For order LINE@: @allpremstore (pake@) WA : 089666999559 #sneakerheadindonesia #istkicks… https://www.instagram.com/p/ByrS0Ajnn54/?igshid=1jfwflua8rrse"
386,Fan of the Jordan 1 but the wallet needs a break? Well look no further than the Air Jordan 1 Mid that is available in four great colourways on Nike CA for $145 + free shipping! https://bit.ly/30gY5eJ
387,Check out what I just added to my closet on Poshmark: NIKE AIR JORDAN 1 MID Wolf Grey Sz 10.5. https://poshmark.com/listing/5ceda56316105de29aafd842?utm_campaign=referral_code%3DJASONBROOKS&amp;utm_content=feature%3Dsh_li_el_ios%26rfuid%3D593b981b2c074198d15147a2%26ext_trk%3Dbranch&amp;utm_source=tw_sh via @poshmarkapp #shopmycloset
388,Air Jordan 1 Mid Release Date: June 2019 $120 Color: Black/Black-Tour Yellow-White Style Code: 852542-071 =&gt;http://bit.ly/loveYeezy
389,AD: US RELEASE Air Jordan 1 Mid GS 'Wolf Grey/Racer Pink' available via Nike US =&gt; http://bit.ly/2RmeNFL
390,ad: Wmns Air Jordan 1 Mid Available Now At Nike EU Turf Orange &gt;&gt; http://bit.ly/2ICZPao Pale Ivory &gt;&gt; http://bit.ly/2XRzKKM
391,1. The Nike Kyrie 5 2. Airmax 98 Premium 3. Alex Mcqueens 4. Air Jordan 1s Q45 Mid 5. Yeezy Boost 700 V2 
392,EU ONLY: Women's Air Jordan 1 Mid available via Nike EU FR:http://bit.ly/2XKZngs UK:http://bit.ly/2IcYKqD DE:http://bit.ly/2RkwzsZ NL:http://bit.ly/2WyqeLn ES:http://bit.ly/2Kf6men IT:http://bit.ly/2IbmlYI
393,"Nike Air Jordan 1 Mid Q54 restocked via Footlocker, small sizes also GB: http://tinyurl.com/y6juj53n DE: http://tinyurl.com/yybo6emr IT: http://tinyurl.com/y34y64up"
394,Air Jordan 1 Mid Release Date: June 2019 $120 Color: Black/Black-Tour Yellow-White Style Code: 852542-071 =&gt;http://bit.ly/loveYeezy
395,EU ONLY: Women's Air Jordan 1 Mid 'Turf Orange' available via Nike EU FR:http://bit.ly/2XKZngs UK:http://bit.ly/2IcYKqD DE:http://bit.ly/2RkwzsZ NL:http://bit.ly/2WyqeLn ES:http://bit.ly/2Kf6men IT:http://bit.ly/2IbmlYI
